Name,RAT,POS,VER,Price,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS
Koji Miyoshi,71,"RW  RM,CAM,CF",Normal  Explosive,950,4,3,H \ H,76,67,69,76,46,53,"167cm | 5'6""  Short & Lean- (62kg)",1,387,1899
Chris Mepham,71,CB,Normal  Controlled,700,2,3,M \ M,58,37,55,60,72,72,"191cm | 6'3""  High & Average (75kg)",1,354,1657
Phillip Tietz,71,ST  CF,Normal  Lengthy,500,2,3,M \ M,66,71,54,66,33,74,"190cm | 6'3""  High & Average (86kg)",6,364,1680
Robert Gumny,71,"RWB  RB,CB,RM",Normal  Controlled,450,2,2,H \ H,74,41,60,68,67,69,"182cm | 6'0""  Lean (71kg)",5,379,1753
Riley McGree,71,CM  CAM,Normal  Controlled,300,3,3,H \ M,79,69,69,74,63,73,"178cm | 5'10""  Average (72kg)",14,427,2010
Barış Atik,71,"LW  LM,CAM,ST",Normal  Explosive,350,3,4,M \ M,75,69,68,76,39,53,"170cm | 5'7""  Short & Lean (73kg)",16,380,1845
Alexis Arias,71,"CM  CDM,CAM",Sudamericana  Controlled,10K,2,3,M \ M,60,65,68,68,73,54,"164cm | 5'5""  Short & Lean- (64kg)",1,388,1905
Yakou Méïté,71,"ST  RM,CF",Normal  Controlled,350,3,2,H \ H,79,72,56,64,49,85,"185cm | 6'1""  High & Stocky (82kg)",0,405,1914
Thiago Martins Bueno,71,CB,Normal  Lengthy,300,2,3,M \ M,76,41,57,58,71,73,"184cm | 6'0""  Average (75kg)",7,376,1690
Eray Cömert,71,CB,Normal  Controlled,300,2,4,M \ M,74,49,58,55,69,76,"183cm | 6'0""  Average (80kg)",0,381,1808
Ronaldo Vieira,71,CDM  CM,Normal  Controlled,0,3,3,M \ M,73,58,65,72,67,74,"178cm | 5'10""  Average (70kg)",69,409,1916
Anthony Ralston,71,RB  RWB,Normal  Controlled,400,2,3,H \ M,76,58,66,67,67,78,"183cm | 6'0""  Stocky (78kg)",7,412,1930
Siebe Van der Heyden,71,CB,Normal  Controlled,350,2,3,M \ H,61,34,57,53,72,73,"185cm | 6'1""  High & Average+ (76kg)",6,350,1614
Alejandro Hohberg,71,"LW  LM,CAM",Libertadores  Controlled,400,4,3,M \ L,75,69,70,75,32,64,"169cm | 5'7""  Short & Lean- (73kg)",2,385,1816
Sam Surridge,71,ST  CF,Normal  Controlled,350,2,3,H \ H,69,71,55,69,28,71,"191cm | 6'3""  High & Average+ (77kg)",3,363,1710
Steve Breitkreuz,71,CB  RB,Normal  Lengthy,400,2,3,M \ H,62,56,46,53,72,76,"189cm | 6'2""  High & Average (87kg)",1,365,1690
Myziane Maolida,71,"LM  ST,LW",Normal  Controlled,0,3,3,M \ L,77,67,62,76,24,59,"181cm | 5'11""  Average (78kg)",5,365,1721
Oualid El Hajjam,71,"CB  RWB,RB",Normal  Controlled,350,3,3,M \ M,65,45,65,67,72,73,"181cm | 5'11""  Average (72kg)",2,387,1815
Bakaye Dibassy,71,CB  LB,Normal  Controlled,500,2,2,M \ H,71,54,61,65,71,78,"183cm | 6'0""  Lean (74kg)",0,400,1844
Bakery Jatta,71,"RW  RM,LW",Normal  Controlled,300,3,3,H \ H,87,69,64,69,39,75,"184cm | 6'0""  Lean (79kg)",30,403,1820
Sebastián Pérez,71,GK,Libertadores  Controlled,0,1,3,M \ M,73,69,70,74,42,71,"180cm | 5'11""  Stocky (76kg)",0,399,847
Idrissa Doumbia,71,CDM  CM,Normal  Lengthy,300,3,3,L \ H,65,56,67,70,66,81,"187cm | 6'2""  High & Average+ (80kg)",0,405,1845
Jair Amador Silos,71,CB,Normal  Lengthy,450,2,2,L \ H,66,29,48,47,70,83,"190cm | 6'3""  High & Average+ (80kg)",2,343,1572
Kristian Pedersen,71,"LB  CB,LWB",Normal  Lengthy,350,2,2,M \ H,64,37,57,65,69,81,"191cm | 6'3""  High & Average (83kg)",6,373,1691
Houboulang Mendes,71,"RB  RWB,CB",Normal  Lengthy,350,2,3,H \ M,75,42,61,64,70,73,"184cm | 6'0""  Lean (73kg)",2,385,1746
Max Besuschkow,71,CM  CDM,Normal  Controlled,1.5K,3,3,M \ M,43,60,70,68,67,73,"187cm | 6'2""  High & Average (81kg)",5,381,1851
Josh Maja,71,ST  CF,Normal  Controlled,400,3,3,M \ L,76,70,62,73,28,58,"181cm | 5'11""  Average (76kg)",7,367,1730
Matúš Bero,71,CM  CAM,Normal  Controlled,300,3,3,H \ H,72,71,69,71,67,82,"181cm | 5'11""  Average (81kg)",1,432,2052
Dara O'Shea,71,CB  RB,Normal  Lengthy,450,2,3,M \ M,61,33,54,55,72,73,"188cm | 6'2""  High & Average (74kg)",2,348,1613
Radosław Majecki,71,GK,Normal  Controlled,300,1,3,M \ M,70,69,66,72,28,71,"193cm | 6'4""  High & Average (78kg)",5,376,793
Benito Ramírez del Toro,71,"LB  LWB,RM,LM",Normal  Controlled,300,3,3,M \ M,86,65,66,72,63,66,"179cm | 5'10""  Average (70kg)",1,418,1935
Dylan Bronn,71,CB  RB,Normal  Controlled,300,2,3,M \ M,63,61,67,60,72,73,"185cm | 6'1""  High & Average (77kg)",4,396,1908
Makouta,71,CM  CAM,Normal  Lengthy,300,3,3,H \ M,65,68,66,73,64,80,"180cm | 5'11""  Average (75kg)",3,416,1954
Berkay Özcan,71,"CM  LM,CAM",Normal  Controlled,300,3,3,M \ M,70,64,72,75,55,66,"178cm | 5'10""  Average (72kg)",5,402,1897
Rafik Guitane,71,"RM  CM,CAM,RW",Normal  Explosive,0,3,3,M \ L,76,58,66,77,31,45,"170cm | 5'7""  Short & Lean- (64kg)",2,353,1694
Ovie Ejaria,71,"LM  CM,CAM,LW",Normal  Controlled,300,4,3,M \ M,60,63,67,80,64,63,"188cm | 6'2""  High & Average+ (74kg)",4,397,1881
Sam Lammers,71,ST  CF,Normal  Controlled,0,4,5,M \ M,70,73,59,71,34,66,"189cm | 6'2""  High & Average+ (77kg)",5,373,1785
Guilherme Schettine,71,ST  CF,Normal  Controlled,700,3,3,M \ L,68,72,59,69,25,67,"180cm | 5'11""  Average (75kg)",2,360,1740
Samuel Shashoua,71,"ST  RM,CAM,CF",Normal  Explosive,300,3,3,H \ M,89,71,64,76,39,60,"170cm | 5'7""  Short & Lean (65kg)",9,399,1861
Ao Tanaka,71,CDM  CM,Normal  Controlled,500,2,3,M \ M,67,66,68,70,68,69,"177cm | 5'10""  Lean (69kg)",11,408,1947
Jeremy Ebobisse,71,"ST  RM,CF",Normal  Controlled,450,2,3,H \ H,77,68,62,67,33,79,"183cm | 6'0""  Average (79kg)",2,386,1817
Nicolás Reniero,71,ST  CF,Normal  Controlled,0,3,4,H \ H,77,69,63,69,32,69,"183cm | 6'0""  Average (77kg)",-1,379,1781
Gustavo Blanco Leschuk,71,ST  CF,Normal  Lengthy,300,3,4,M \ M,64,70,56,66,35,80,"190cm | 6'3""  High & Average (88kg)",3,371,1725
Hannes Delcroix,71,CB,Normal  Controlled,350,2,2,M \ M,69,28,57,62,72,69,"185cm | 6'1""  High & Average+ (75kg)",4,357,1643
Ado Onaiwu,71,ST  CF,Normal  Controlled,350,3,3,H \ M,84,70,62,67,38,70,"180cm | 5'11""  Lean (75kg)",8,391,1829
Nouhou Tolo,71,"LB  CB,LWB",Normal  Lengthy,500,3,2,M \ H,89,37,56,62,67,85,"178cm | 5'10""  Stocky (79kg)",30,396,1786
Arnaud Bodart,71,GK,Normal  Controlled,700,1,2,M \ M,71,70,69,72,51,70,"186cm | 6'1""  High & Average (81kg)",3,403,902
Scott Twine,71,LW  LM,Normal  Explosive,300,3,4,H \ H,83,69,69,72,58,47,"174cm | 5'9""  Lean (69kg)",18,398,1913
Alexandru Pascanu,71,CB,Normal  Controlled,300,2,4,M \ H,71,39,50,58,71,81,"187cm | 6'2""  High & Average (80kg)",6,370,1689
Raoul Petretta,71,LB  LWB,Normal  Controlled,0,3,3,M \ M,80,36,66,70,66,73,"175cm | 5'9""  Average (70kg)",5,391,1811
Magnus Kofod Andersen,71,CM  CDM,Normal  Controlled,600,3,3,M \ M,68,61,69,71,63,73,"175cm | 5'9""  Average (64kg)",2,405,1931
Guzmán,71,CAM  RM,Normal  Explosive,9K,2,3,H \ M,74,65,69,75,29,43,"169cm | 5'7""  Short & Lean- (65kg)",0,355,1715
Dániel Gazdag,71,CAM  CM,Normal  Controlled,300,3,2,H \ M,76,69,65,72,54,63,"178cm | 5'10""  Average (76kg)",14,399,1870
Elisha Owusu,71,CDM  CM,Normal  Controlled,0,2,3,M \ M,67,52,64,71,68,70,"182cm | 6'0""  Average (72kg)",2,392,1833
Erhan Mašović,71,CB  CDM,Normal  Controlled,300,2,3,M \ M,55,30,48,54,74,68,"189cm | 6'2""  High & Average+ (82kg)",1,329,1502
Ilias Chair,71,CAM,Normal  Explosive,350,3,2,H \ M,75,66,68,73,31,48,"164cm | 5'5""  Short & Lean- (64kg)",17,361,1726
Moritz Heyer,71,"RB  RWB,CB,CDM",Normal  Controlled,350,2,4,H \ M,67,55,62,66,70,75,"185cm | 6'1""  High & Average (78kg)",7,395,1809
Sebastian Vasiliadis,71,CM  CDM,Normal  Controlled,500,3,3,M \ M,67,61,67,73,65,73,"175cm | 5'9""  Average (75kg)",-1,406,1913
Mickaël Nade,71,CB,Normal  Controlled,300,2,2,L \ M,35,30,44,52,70,82,"188cm | 6'2""  High & Stocky (80kg)",5,313,1504
Pedro Miguel Cunha Sá,71,CDM  CM,Normal  Controlled,350,2,2,M \ H,61,55,62,66,68,75,"185cm | 6'1""  High & Average (81kg)",3,387,1872
Mark-Anthony Kaye,71,CM  CDM,Normal  Controlled,8.4K,3,3,M \ H,71,54,66,71,68,75,"186cm | 6'1""  High & Average+ (77kg)",5,405,1864
Jure Balkovec,71,"LB  RB,CB,LWB",Normal  Controlled,350,2,3,H \ M,72,53,64,64,68,74,"185cm | 6'1""  High & Average (74kg)",-1,395,1885
Kennedy Boateng,71,CB,Normal  Lengthy,3K,2,3,M \ M,69,41,43,48,71,77,"191cm | 6'3""  High & Average+ (78kg)",0,349,1590
Ron Schallenberg,71,CDM  CM,Normal  Controlled,500,2,2,M \ H,61,50,63,65,68,71,"185cm | 6'1""  High & Average+ (76kg)",8,378,1745
Jordi Mboula Queralt,71,"RM  LM,RW",Normal  Controlled,300,3,4,M \ M,87,66,62,75,32,63,"183cm | 6'0""  Lean (74kg)",3,385,1739
Jonathan González,71,CM  CDM,Normal  Controlled,0,3,3,M \ H,70,58,66,72,70,68,"173cm | 5'8""  Lean (68kg)",2,404,1908
Galanopoulos,71,CM  CDM,Normal  Controlled,300,3,3,H \ M,76,71,68,71,69,71,"172cm | 5'8""  Average (72kg)",7,426,1985
Danilo Pereira Da Silva,71,ST  CF,Normal  Controlled,10K,3,3,M \ L,77,72,58,73,22,64,"174cm | 5'9""  Average (68kg)",14,366,1744
Dennis Man,71,"RM  LM,RW",Normal  Controlled,300,4,3,M \ M,88,68,65,72,45,72,"183cm | 6'0""  Lean (82kg)",15,410,1908
Leo Štulac,71,CDM  CM,Normal  Controlled,300,2,3,M \ M,68,61,68,67,69,68,"175cm | 5'9""  Lean (70kg)",4,401,1923
Lukáš Juliš,71,ST  CF,Normal  Controlled,10K,3,3,H \ M,82,69,60,67,29,68,"187cm | 6'2""  High & Average (86kg)",2,375,1749
Tijjani Reijnders,71,CM,Normal  Controlled,350,3,4,M \ M,78,68,70,74,61,67,"185cm | 6'1""  High & Average+ (73kg)",26,418,1988
Leonardo Morales,71,CB  RB,Normal  Controlled,6K,2,3,H \ M,66,33,52,61,72,75,"180cm | 5'11""  Average (72kg)",0,359,1656
Yıldırım Mert Çetin,71,CB,Normal  Controlled,0,2,3,M \ H,61,44,54,59,71,73,"189cm | 6'2""  High & Average+ (90kg)",4,362,1655
Ludovit Reis,71,CM  CDM,Normal  Controlled,2K,3,2,M \ H,75,59,67,73,67,69,"178cm | 5'10""  Average (78kg)",29,410,1911
Matt O'Riley,71,CM  CAM,Normal  Controlled,600,3,3,H \ M,67,65,71,70,58,67,"187cm | 6'2""  High & Average (77kg)",19,398,1873
Martín Payero,71,CM,Libertadores  Controlled,300,3,2,M \ M,68,59,73,71,61,69,"182cm | 6'0""  Average (78kg)",8,401,1935
Alexander Meyer,71,GK,Normal  Controlled,350,1,3,M \ M,71,69,67,70,25,72,"195cm | 6'5""  High & Average (90kg)",21,374,684
Joseph Paintsil,71,"LW  LM,RW,ST",Normal  Controlled,300,3,3,H \ M,89,66,60,74,32,72,"169cm | 5'7""  Short & Lean- (70kg)",5,393,1830
Abdulelah Al Amri,71,CB,Normal  Lengthy,400,2,3,H \ M,70,28,47,46,68,82,"185cm | 6'1""  High & Average+ (75kg)",2,341,1587
Jessy Deminguet,71,CM  CDM,Normal  Controlled,400,3,3,M \ M,72,63,71,73,62,71,"178cm | 5'10""  Average (74kg)",2,412,1952
Olimpiu Moruțan,71,"RM  CM,RW",Normal  Explosive,300,3,2,H \ M,73,70,69,76,46,55,"172cm | 5'8""  Lean (71kg)",11,389,1871
Antonio Moya Vega,71,CM  CDM,Normal  Controlled,400,3,3,M \ M,55,64,64,72,64,55,"180cm | 5'11""  Average (78kg)",0,374,1750
Patric Pfeiffer,71,CB,Normal  Lengthy,350,2,5,M \ H,76,33,44,52,71,78,"196cm | 6'5""  High & Average (91kg)",27,354,1541
Hernán De La Fuente,71,RB  RWB,Normal  Controlled,9.9K,3,3,H \ M,84,60,61,71,63,78,"177cm | 5'10""  Average (73kg)",3,417,1917
Francis Amuzu,71,"RM  LM,RW",Normal  Explosive,300,4,5,H \ M,89,63,65,74,33,59,"170cm | 5'7""  Short & Lean- (66kg)",9,383,1821
Tiago Magalhães de Sá,71,GK,Normal  Controlled,400,1,3,M \ M,71,70,66,71,44,70,"185cm | 6'1""  High & Average (78kg)",0,392,870
Nanu,71,"RB  RWB,RM",Normal  Explosive,0,3,2,H \ H,86,61,63,70,66,73,"177cm | 5'10""  Average (69kg)",9,419,1949
Majeed Ashimeru,71,"CM  CDM,CAM",Normal  Controlled,350,3,3,M \ M,73,65,69,75,62,64,"182cm | 6'0""  Lean (72kg)",1,408,1906
Ricardo Ryller,71,CDM  CM,Normal  Controlled,500,3,4,M \ M,62,63,66,67,66,77,"184cm | 6'0""  Average (77kg)",0,401,1913
Neto Borges,71,LB  LWB,Normal  Lengthy,300,3,3,H \ M,72,50,64,71,66,78,"183cm | 6'0""  Average (84kg)",1,401,1819
Edo Kayembe,71,CDM  CM,Normal  Lengthy,450,3,3,H \ M,72,61,66,67,66,77,"181cm | 5'11""  Stocky (80kg)",3,409,1921
Camilo Cándido,71,"LB  LWB,LM,LW",Libertadores  Explosive,350,3,3,H \ M,85,56,66,67,67,52,"174cm | 5'9""  Lean (67kg)",3,393,1814
Jorge Fernandes,71,CB,Normal  Controlled,650,2,2,M \ H,37,34,47,57,70,78,"191cm | 6'3""  High & Average (91kg)",0,323,1516
Bilal Hussein,71,CM,Normal  Controlled,350,3,3,M \ M,68,58,70,73,64,71,"175cm | 5'9""  Lean (70kg)",5,404,1920
Sebastián Gómez,71,CDM  CM,Normal  Controlled,0,3,3,M \ H,63,62,64,67,69,73,"172cm | 5'8""  Average (74kg)",0,398,1853
František Plach,71,GK,Normal  Controlled,300,1,2,M \ M,70,69,66,71,33,72,"192cm | 6'4""  High & Average+ (80kg)",3,381,797
Cristian Cásseres Jr,71,"CDM  RM,CM",Normal  Controlled,350,3,4,H \ H,73,57,65,71,70,72,"175cm | 5'9""  Average (68kg)",2,408,1938
Brandon Bye,71,RB  RWB,Normal  Controlled,3.6K,2,3,H \ M,77,58,61,65,68,73,"183cm | 6'0""  Average (79kg)",12,402,1866
Josha Vagnoman,71,"RB  RWB,LB,RM",Normal  Lengthy,300,2,4,H \ M,84,46,61,67,66,77,"190cm | 6'3""  High & Stocky (90kg)",22,401,1773
Elías Aguilar,71,"RW  RM,CM,ST",Normal  Controlled,0,4,1,H \ M,64,65,77,73,46,70,"174cm | 5'9""  Stocky (75kg)",4,395,1872
John Buckley,71,CAM  CM,Normal  Explosive,350,3,4,H \ H,77,60,67,72,65,69,"173cm | 5'8""  Lean (63kg)",3,410,1911
Finn Dahmen,71,GK,Normal  Controlled,300,1,3,M \ M,73,67,78,74,45,68,"188cm | 6'2""  High & Average (83kg)",8,405,844
Alberto Soro Álvarez,71,"RM  LM,RW,ST",Normal  Explosive,1.2K,3,3,M \ M,77,63,69,71,44,59,"173cm | 5'8""  Lean (63kg)",0,383,1786
Tudor Băluță,71,CDM  CM,Normal  Lengthy,350,2,2,M \ H,57,51,57,52,70,73,"188cm | 6'2""  High & Average (80kg)",3,360,1637
Neco Williams,71,RB  RWB,Normal  Controlled,650,2,3,H \ H,73,45,64,71,67,60,"183cm | 6'0""  Lean (72kg)",16,380,1767
Joe Scally,71,"RB  RWB,LB",Normal  Controlled,900,2,3,M \ M,76,43,61,70,67,69,"184cm | 6'0""  Average (80kg)",15,386,1754
Largie Ramazani,71,"RM  LM,RW,ST",Normal  Explosive,350,3,4,H \ M,87,64,63,75,33,56,"167cm | 5'6""  Short & Lean (55kg)",19,378,1766
Jurgen Ekkelenkamp,71,CAM  CM,Normal  Controlled,10K,3,4,M \ M,58,67,67,73,60,72,"188cm | 6'2""  High & Average (83kg)",0,397,1899
Daniel Gómez Alcón,71,ST  CF,Normal  Controlled,400,3,3,M \ M,77,72,62,70,37,63,"178cm | 5'10""  Average (69kg)",3,381,1780
Felix Agu,71,"RWB  RB,LWB",Normal  Explosive,300,3,3,H \ M,84,47,61,75,62,59,"179cm | 5'10""  Lean (69kg)",10,388,1831
André Vidigal,71,"LM  RM,LW",Normal  Explosive,550,4,4,H \ M,83,64,62,74,27,58,"176cm | 5'9""  Lean (67kg)",8,368,1729
Mert Müldür,71,RB  RWB,Normal  Controlled,350,2,4,H \ M,77,49,60,72,67,72,"188cm | 6'2""  High & Average+ (74kg)",10,397,1812
Mujaid Sadick Aliu,71,CB  RB,Normal  Lengthy,350,2,3,M \ M,73,26,49,55,72,77,"183cm | 6'0""  Average (88kg)",5,352,1575
Keane Lewis-Potter,71,"LW  LM,ST",Normal  Explosive,3.1K,3,4,H \ M,81,67,64,72,36,58,"170cm | 5'7""  Short & Lean (67kg)",11,378,1809
Ryan Giles,71,"LWB  LB,LW",Normal  Controlled,300,3,2,H \ M,89,56,67,69,58,64,"183cm | 6'0""  Lean (72kg)",8,403,1847
Albert Vallci,71,"RB  RWB,CB,LB",Normal  Lengthy,300,2,4,M \ H,73,57,60,56,71,79,"191cm | 6'3""  High & Average (82kg)",1,396,1865
Iñigo Vicente Elorduy,71,LM  LW,Normal  Explosive,450,4,4,M \ M,74,65,70,73,47,55,"178cm | 5'10""  Lean (70kg)",2,384,1829
Gonzalo Caicedo Verdú,71,CB,Normal  Controlled,450,2,3,H \ M,51,53,58,56,71,76,"185cm | 6'1""  High & Average (80kg)",0,365,1746
Lucas Henrique da Silva,71,CB,Normal  Controlled,500,2,3,M \ M,52,41,56,52,70,76,"185cm | 6'1""  High & Average (79kg)",2,347,1629
Jesús Jiménez Núñez,71,ST  CF,Normal  Controlled,0,4,3,M \ M,80,71,65,73,37,69,"183cm | 6'0""  Average (80kg)",7,395,1850
Luca Pfeiffer,71,ST  CF,Normal  Controlled,300,2,3,M \ M,53,70,50,62,33,80,"196cm | 6'5""  High & Stocky (98kg)",6,348,1613
Emil Riis,71,ST  CF,Normal  Lengthy,350,3,4,H \ M,76,70,53,67,28,73,"190cm | 6'3""  High & Average+ (87kg)",6,367,1694
Toni Borevković,71,CB,Normal  Controlled,2.7K,2,3,M \ M,44,30,46,46,72,78,"194cm | 6'4""  High & Average (86kg)",0,316,1451
Fashion Sakala,71,"ST  CF,LW",Normal  Explosive,300,3,2,H \ L,90,71,60,72,31,66,"178cm | 5'10""  Lean (72kg)",19,390,1819
Mohamed Ali Camara,71,CB,Normal  Lengthy,450,2,2,M \ H,71,35,51,46,70,78,"191cm | 6'3""  High & Average (81kg)",-1,351,1567
Kevin Behrens,71,ST  CF,Normal  Lengthy,300,2,3,H \ M,72,71,51,65,29,80,"185cm | 6'1""  High & Stocky (85kg)",3,368,1734
Sebastián Ferreira,71,ST  CF,Normal  Controlled,300,3,3,H \ M,71,73,57,73,32,61,"180cm | 5'11""  Average (78kg)",-1,367,1750
Kamal Sowah,71,"LM  CAM,CF,LW",Normal  Explosive,1.2K,3,3,H \ H,81,68,65,72,44,61,"179cm | 5'10""  Lean (67kg)",7,391,1838
Diego Palacios,71,LB  LWB,Normal  Controlled,500,3,2,H \ M,75,33,63,70,67,67,"169cm | 5'7""  Short & Lean- (68kg)",3,375,1726
Maximilian Bauer,71,CB,Normal  Controlled,400,2,3,M \ M,54,26,48,49,72,72,"189cm | 6'2""  High & Average+ (84kg)",1,321,1494
Vladyslav Supriaha,71,ST  CF,Normal  Controlled,300,3,3,M \ L,85,70,51,71,19,51,"182cm | 6'0""  Lean (75kg)",3,347,1596
Jamie Shackleton,71,"RB  RWB,CM",Normal  Explosive,350,3,3,H \ H,79,46,66,73,64,68,"168cm | 5'6""  Short & Lean- (65kg)",8,396,1814
Santiago Sosa,71,CDM  CM,Normal  Controlled,600,2,3,M \ M,59,56,61,66,69,76,"179cm | 5'10""  Average (78kg)",2,387,1816
Mads Hermansen,71,GK,Normal  Controlled,400,1,2,M \ M,71,69,69,74,49,69,"185cm | 6'1""  High & Average (81kg)",4,401,883
Lucas Beltrán,71,"ST  CF,RW",Libertadores  Controlled,350,3,3,H \ H,72,68,64,73,40,68,"175cm | 5'9""  Average (76kg)",8,385,1837
Marcelo Weigandt,71,RB  RWB,Libertadores  Controlled,350,3,2,H \ M,77,39,53,69,67,75,"175cm | 5'9""  Average (72kg)",2,380,1732
Adam Bareiro,71,ST  CF,Normal  Lengthy,0,3,3,H \ M,67,68,55,68,36,73,"184cm | 6'0""  Average (84kg)",7,367,1696
DeJuan Jones,71,"LB  RB,LWB",Normal  Controlled,500,2,5,H \ M,82,56,65,69,66,75,"180cm | 5'11""  Average (75kg)",9,413,1918
Gianluca Gaetano,71,CAM  CM,Normal  Controlled,350,3,3,M \ M,63,71,69,71,49,58,"175cm | 5'9""  Lean (70kg)",10,381,1834
Khalid Eissa,71,GK,Normal  Controlled,300,1,3,M \ M,71,66,60,76,49,70,"179cm | 5'10""  Average (73kg)",5,392,808
Dayne St. Clair,71,GK,Normal  Controlled,300,1,3,M \ M,71,66,56,76,27,70,"190cm | 6'3""  High & Average+ (75kg)",-1,366,625
Andy Pelmard,71,CB,Normal  Controlled,300,2,4,M \ M,81,35,61,71,72,73,"180cm | 5'11""  Lean (68kg)",3,393,1799
Valentin Mihăilă,71,LM  LW,Normal  Explosive,300,3,3,H \ M,86,64,64,72,33,58,"180cm | 5'11""  Lean (71kg)",9,377,1751
Martin Minchev,71,"RM  LM,RW,ST",Normal  Controlled,300,2,3,H \ M,82,68,63,70,34,74,"184cm | 6'0""  Average (80kg)",9,391,1826
Sacha Boey,71,RB  RWB,Normal  Explosive,6K,3,2,M \ M,85,43,60,68,63,65,"178cm | 5'10""  Lean (70kg)",46,384,1771
Junior Dina Ebimbe,71,"RM  CM,RW",Normal  Controlled,400,3,3,M \ M,81,60,67,73,67,75,"183cm | 6'0""  Average (81kg)",35,423,1946
Sergio Camello Pérez,71,"ST  CAM,CF",Normal  Controlled,300,3,4,M \ M,69,73,58,72,27,48,"177cm | 5'10""  Lean (69kg)",7,347,1668
Marvin Ekpiteta,71,CB,Normal  Lengthy,400,2,1,M \ M,69,29,48,52,71,76,"193cm | 6'4""  High & Average+ (84kg)",2,345,1560
Rasmus Carstensen,71,RB  RWB,Normal  Controlled,300,3,3,H \ M,85,48,64,69,63,71,"183cm | 6'0""  Lean (75kg)",8,400,1820
Sebastian Jørgensen,71,RM  RW,Normal  Explosive,500,3,3,H \ M,78,61,65,69,24,59,"178cm | 5'10""  Lean (68kg)",2,356,1643
Sergio Ruiz Alonso,71,"CDM  CM,CAM",Normal  Controlled,350,2,3,H \ M,62,62,65,68,66,73,"176cm | 5'9""  Average (75kg)",0,396,1824
Dante Stipica,71,GK,Normal  Controlled,300,1,2,M \ M,72,72,64,74,29,73,"189cm | 6'2""  High & Average+ (79kg)",0,384,818
Dejan Joveljić,71,ST  CF,Normal  Controlled,400,3,3,M \ M,72,71,63,72,31,72,"181cm | 5'11""  Average (75kg)",9,381,1801
Cristian Vega,71,CDM  CM,Libertadores  Lengthy,0,2,3,H \ H,68,61,66,65,68,72,"178cm | 5'10""  Average (79kg)",2,400,1884
Marco Meyerhöfer,71,"RB  RWB,RM",Normal  Controlled,350,2,2,M \ M,66,40,61,70,67,71,"179cm | 5'10""  Lean (74kg)",2,375,1718
Tom Krauß,71,CM  CDM,Normal  Controlled,200,2,3,H \ H,71,66,64,70,67,72,"182cm | 6'0""  Average (72kg)",21,410,1932
Fabian Kunze,71,CDM  CM,Normal  Lengthy,300,2,3,M \ H,53,40,57,58,74,75,"191cm | 6'3""  High & Average+ (76kg)",4,357,1644
Andrea Colpani,71,CM,Normal  Controlled,350,3,2,M \ M,68,62,71,73,62,64,"184cm | 6'0""  Lean (75kg)",0,400,1911
Kamil Piątkowski,71,CB,Normal  Controlled,8K,2,3,H \ H,81,47,64,66,69,82,"191cm | 6'3""  High & Average (83kg)",22,409,1867
Nazareno Colombo,71,CB,Sudamericana  Controlled,500,2,3,M \ M,66,39,51,54,71,78,"184cm | 6'0""  Average (78kg)",2,359,1659
João Pedro,71,"ST  LM,CF",Normal  Controlled,400,3,4,M \ M,77,68,60,74,25,58,"182cm | 6'0""  Lean (70kg)",45,362,1705
Salis Abdul Samed,71,CDM  CM,Normal  Controlled,700,2,2,H \ H,50,47,60,65,69,62,"180cm | 5'11""  Lean (61kg)",8,353,1665
Riccieli,71,CB,Normal  Controlled,350,2,3,M \ M,53,33,49,56,71,77,"184cm | 6'0""  Lean (80kg)",0,339,1594
Benjamín Rollheiser,71,"LM  CAM,ST,LW",Libertadores  Explosive,10K,3,2,H \ M,80,67,66,75,36,58,"171cm | 5'7""  Average (73kg)",2,382,1838
Ismail Jakobs,71,"LM  LB,LW",Normal  Controlled,0,3,3,M \ M,85,59,60,73,65,68,"184cm | 6'0""  Lean (75kg)",9,410,1825
Fer Niño,71,ST  CF,Normal  Controlled,300,3,3,M \ M,65,72,59,67,35,68,"190cm | 6'3""  High & Average+ (78kg)",-3,366,1741
Ali Abdi,71,LWB  LB,Normal  Controlled,300,3,3,H \ H,86,60,66,70,61,74,"180cm | 5'11""  Average (73kg)",4,417,1918
Alexis Flips,71,"RM  LM,CAM,RW",Normal  Controlled,1K,3,3,H \ L,70,68,68,73,43,60,"173cm | 5'8""  Lean (68kg)",10,382,1811
Lautaro Morales,71,GK,Normal  Controlled,0,1,3,M \ M,70,69,68,72,52,73,"187cm | 6'2""  High & Average+ (76kg)",1,404,1031
Issa Kabore,71,RWB  RB,Normal  Controlled,650,2,3,H \ M,89,29,63,71,63,70,"180cm | 5'11""  Average (70kg)",22,385,1726
Giannis Michailidis,71,CB,Normal  Controlled,400,2,3,L \ H,68,51,63,61,72,71,"188cm | 6'2""  High & Average (85kg)",4,386,1853
Iván Franco,71,"CF  RM,ST",Libertadores  Explosive,0,4,3,H \ M,80,66,58,73,37,60,"171cm | 5'7""  Lean (66kg)",3,374,1747
Sergio Castel Martínez,71,ST  CF,Normal  Lengthy,9.9K,2,3,H \ M,58,72,53,65,23,76,"188cm | 6'2""  High & Average (90kg)",0,347,1629
Patrik Wålemark,71,"RW  RM,LW",Normal  Controlled,700,4,2,M \ M,77,67,66,73,31,61,"184cm | 6'0""  Average (75kg)",7,375,1728
